UserID,MovieID,Rating
337,6,2.5
339,6,1.5
353,6,1.5
362,6,1.5
368,6,1.5
372,6,2.5
373,6,2.5
380,6,2.5
385,6,0.5
386,6,0.5
389,6,2.5
391,6,1.5
400,6,2.5
414,6,0.5
425,6,1.5
434,6,1.5
437,6,2.5
438,6,2.5
444,6,1.5
451,6,1.5
469,6,0.5
470,6,0.5
474,6,0.5
480,6,1.5
486,6,2.5
492,6,0.5
493,6,1.5
501,6,0.5
521,6,1.5
524,6,1.5
532,6,2.5
553,6,2.5
559,6,2.5
561,6,1.5
573,6,2.0
577,6,1.5
580,6,1.5
588,6,2.5
590,6,1.0
592,6,0.5
597,6,0.5
599,6,2.0
602,6,0.5
603,6,1.5
604,6,0.5
610,6,2.5
1,47,2.5
4,47,-1
6,47,1.5
8,47,1.5
13,47,2.5
14,47,2.5
15,47,1.0
16,47,1.0
17,47,1.5
18,47,2.0
19,47,0.5
26,47,1.5
28,47,0.5
39,47,0.5
41,47,1.0
42,47,1.5
43,47,1.5
47,47,0.5
54,47,0.5
56,47,2.5
58,47,2.5
62,47,2.0
63,47,1.5
64,47,2.0
66,47,2.5
68,47,1.5
72,47,2.0
75,47,-1
76,47,1.0
81,47,0.5
82,47,1.0
91,47,2.0
94,47,-1
102,47,2.5
104,47,-2.5
105,47,2.5
109,47,0.5
110,47,2.0
112,47,2.5
116,47,1.0
117,47,1.5
121,47,0.5
122,47,2.0
123,47,2.0
126,47,2.5
129,47,1.0
131,47,1.5
132,47,1.5
133,47,1.5
134,47,1.5
135,47,2.5
136,47,2.5
140,47,1.5
141,47,0.5
142,47,1.5
144,47,2.0
152,47,2.5
156,47,1.0
160,47,2.5
166,47,1.5
171,47,2.5
176,47,2.5
177,47,2.0
178,47,2.0
179,47,1.5
181,47,0.5
182,47,1.5
187,47,1.5
191,47,1.5
192,47,0.5
198,47,2.5
199,47,0.5
200,47,1.5
204,47,2.5
217,47,-1
219,47,1.0
220,47,0.5
222,47,1.5
223,47,0.5
226,47,2.5
227,47,2.5
230,47,0.5
232,47,2.0
233,47,1.0
239,47,2.5
241,47,1.5
242,47,2.5
247,47,1.5
249,47,2.5
251,47,2.5
254,47,2.0
260,47,2.0
261,47,1.5
268,47,0.5
274,47,1.5
284,47,0.5
286,47,2.5
288,47,1.0
294,47,-1
297,47,1.5
298,47,1.5
301,47,2.0
302,47,2.5
305,47,1.5
307,47,1.5
313,47,2.5
314,47,-2
317,47,2.5
318,47,1.5
322,47,1.5
326,47,1.5
328,47,2.0
330,47,0.5
332,47,1.5
334,47,-1
336,47,2.0
337,47,2.5
339,47,2.0
346,47,1.0
347,47,0.5
351,47,2.0
352,47,2.5
353,47,2.5
354,47,1.5
362,47,2.0
368,47,1.5
369,47,1.0
370,47,1.0
372,47,2.5
373,47,2.5
379,47,0.5
380,47,2.5
381,47,-1
386,47,0.5
387,47,2.0
391,47,0.5
400,47,2.5
402,47,0.5
403,47,2.5
404,47,0.5
411,47,1.5
412,47,0.5
414,47,1.5
415,47,1.5
417,47,2.5
419,47,1.5
424,47,2.5
425,47,2.0
426,47,-2.5
432,47,1.5
433,47,0.5
434,47,1.5
437,47,1.5
441,47,2.0
444,47,1.5
445,47,2.0
446,47,1.5
448,47,1.5
452,47,2.5
453,47,2.5
462,47,1.5
464,47,2.5
468,47,2.5
469,47,1.5
470,47,0.5
474,47,1.5
477,47,1.5
480,47,2.0
483,47,1.0
484,47,1.5
486,47,0.5
489,47,0.5
498,47,0.5
505,47,2.5
507,47,0.5
512,47,2.5
514,47,1.5
517,47,-1
524,47,2.5
525,47,1.0
534,47,1.5
540,47,2.0
541,47,-2
542,47,2.5
551,47,2.0
560,47,1.5
561,47,2.0
565,47,1.5
570,47,1.0
573,47,2.5
574,47,2.5
580,47,2.5
584,47,2.5
588,47,0.5
590,47,0.5
597,47,1.5
599,47,1.5
600,47,1.5
601,47,1.5
602,47,2.5
606,47,0.5
608,47,2.0
610,47,2.5
1,50,2.5
5,50,1.5
6,50,-2
7,50,2.0
8,50,2.5
16,50,1.5
17,50,2.0
18,50,2.5
23,50,1.5
24,50,1.5
28,50,1.0
29,50,1.0
32,50,2.5
33,50,2.5
35,50,2.5
38,50,2.5
39,50,2.5
41,50,0.5
42,50,2.5
45,50,2.5
46,50,2.5
54,50,0.5
57,50,2.5
58,50,2.5
60,50,0.5
61,50,2.0
63,50,2.5
64,50,0.5
66,50,1.5
68,50,0.5
69,50,2.5
72,50,2.0
80,50,2.0
84,50,1.5
88,50,2.5
91,50,2.0
96,50,2.5
103,50,1.5
105,50,2.5
109,50,1.5
112,50,2.5
117,50,1.5
122,50,2.5
124,50,2.0
131,50,1.5
132,50,1.5
133,50,0.5
140,50,0.5
142,50,2.5
145,50,2.5
152,50,2.0
156,50,1.5
160,50,1.5
162,50,1.5
166,50,2.5
174,50,0.5
177,50,1.5
178,50,2.0
182,50,2.0
187,50,2.0
191,50,2.5
195,50,2.5
197,50,0.5
198,50,2.5
199,50,1.5
202,50,1.5
211,50,1.5
215,50,2.5
217,50,0.5
219,50,2.5
220,50,2.5
221,50,2.0
222,50,0.5
228,50,2.0
233,50,1.5
237,50,-0.5
239,50,2.0
241,50,1.5
246,50,2.0
247,50,2.5
249,50,1.5
254,50,2.0
260,50,2.5
261,50,1.5
262,50,0.5
266,50,1.5
268,50,2.5
274,50,1.5
275,50,1.5
278,50,2.5
279,50,1.0
280,50,2.0
282,50,2.0
287,50,1.0
290,50,1.5
294,50,0.5
295,50,2.5
296,50,2.5
297,50,2.5
298,50,1.0
301,50,2.0
305,50,2.5
307,50,2.0
308,50,-0.5
309,50,2.0
313,50,2.5
314,50,1.5
317,50,2.5
322,50,1.5
323,50,2.0
326,50,-1
327,50,2.0
328,50,1.5
329,50,-1
330,50,2.5
331,50,2.5
332,50,1.5
335,50,2.5
336,50,2.5
337,50,0.5
338,50,2.0
343,50,2.0
346,50,1.5
348,50,2.5
352,50,2.5
354,50,2.0
356,50,1.0
357,50,2.5
362,50,1.0
363,50,1.5
368,50,1.5
370,50,2.0
372,50,2.5
373,50,2.5
380,50,1.5
381,50,2.0
382,50,2.5
385,50,0.5
386,50,0.5
387,50,2.0
391,50,1.5
394,50,2.5
396,50,1.5
400,50,2.5
411,50,0.5
414,50,2.5
415,50,2.0
418,50,2.0
419,50,1.5
424,50,2.5
425,50,2.0
432,50,0.5
433,50,2.5
435,50,1.5
437,50,1.5
444,50,2.5
446,50,1.5
448,50,1.5
449,50,2.0
453,50,2.5
455,50,0.5
462,50,1.0
469,50,1.5
470,50,0.5
472,50,2.5
474,50,1.5
480,50,1.0
482,50,1.5
483,50,2.0
495,50,1.5
497,50,0.5
501,50,0.5
510,50,1.5
512,50,2.5
515,50,2.0
522,50,2.0
524,50,-1
525,50,2.0
541,50,2.5
553,50,1.5
555,50,2.5
560,50,1.5
561,50,2.0
562,50,1.5
565,50,2.5
566,50,2.5
567,50,-2
568,50,2.5
569,50,0.5
573,50,2.5
580,50,2.5
587,50,2.5
588,50,2.5
590,50,2.0
593,50,2.0
595,50,2.5
596,50,1.0
597,50,2.5
599,50,1.0
601,50,2.5
602,50,2.5
606,50,2.0
608,50,2.0
610,50,1.5
1,70,0.5
18,70,1.0
19,70,-1
34,70,1.0
45,70,1.5
51,70,2.5
57,70,-2
64,70,1.5
68,70,1.5
103,70,1.0
122,70,2.0
132,70,-0.5
182,70,2.0
187,70,1.5
195,70,1.5
249,70,1.5
274,70,2.0
283,70,0.5
286,70,0.5
294,70,1.5
295,70,2.5
297,70,-1
305,70,2.5
307,70,1.0
313,70,1.5
336,70,1.5
353,70,1.5
354,70,2.0
361,70,-1
362,70,1.5
368,70,0.5
372,70,0.5
380,70,2.5
387,70,1.0
391,70,-2
405,70,1.5
425,70,1.5
428,70,0.5
438,70,0.5
450,70,-1
452,70,1.5
453,70,1.5
469,70,-1
489,70,-1
546,70,2.5
560,70,1.5
571,70,-1
580,70,2.5
594,70,1.0
597,70,-1
599,70,1.0
603,70,1.5
606,70,1.5
608,70,0.5
610,70,1.5
1,101,2.5
103,101,1.5
221,101,2.0
249,101,0.5
260,101,-1
274,101,1.0
275,101,2.5
287,101,1.5
307,101,2.0
313,101,2.5
356,101,1.0
414,101,1.5
448,101,1.0
454,101,0.5
474,101,1.0
480,101,2.5
500,101,-2
510,101,1.5
567,101,0.5
597,101,2.5
599,101,-0.5
600,101,2.0
603,101,1.5
1,110,1.5
5,110,1.5
6,110,2.5
8,110,0.5
11,110,2.5
14,110,2.5
17,110,2.0
18,110,2.0
28,110,1.0
30,110,2.5
33,110,2.5
34,110,-2.5
38,110,2.5
40,110,1.5
42,110,1.5
43,110,0.5
45,110,2.5
46,110,2.5
49,110,1.5
54,110,0.5
56,110,1.5
57,110,1.5
58,110,2.5
59,110,-1
62,110,2.0
63,110,-0.5
64,110,1.5
66,110,2.5
68,110,-0.5
72,110,2.0
81,110,0.5
82,110,2.0
83,110,1.5
91,110,1.5
93,110,2.5
94,110,2.5
96,110,2.5
103,110,2.0
104,110,-2
105,110,1.0
107,110,2.5
109,110,2.5
110,110,1.0
112,110,1.0
115,110,0.5
117,110,2.5
121,110,1.5
124,110,1.0
125,110,2.0
126,110,1.5
128,110,2.5
129,110,1.5
130,110,2.5
131,110,-0.5
133,110,0.5
134,110,2.5
135,110,1.5
136,110,2.5
137,110,1.5
140,110,1.5
141,110,1.0
144,110,2.0
159,110,0.5
160,110,1.5
164,110,2.5
165,110,1.5
167,110,1.0
170,110,1.5
173,110,0.5
176,110,2.5
178,110,1.5
179,110,2.5
181,110,0.5
182,110,1.0
183,110,2.5
187,110,0.5
191,110,0.5
192,110,0.5
196,110,1.0
198,110,0.5
200,110,2.0
202,110,1.5
203,110,2.5
208,110,1.5
217,110,-1
222,110,1.5
223,110,1.0
227,110,1.0
229,110,2.5
232,110,2.0
233,110,0.5
235,110,1.5
239,110,2.0
240,110,2.5
244,110,2.5
247,110,1.5
249,110,2.5
254,110,1.5
263,110,1.5
264,110,-0.5
265,110,0.5
266,110,2.5
267,110,1.5
274,110,2.0
279,110,1.5
283,110,2.5
284,110,2.5
286,110,2.5
287,110,-1.5
288,110,2.5
292,110,-0.5
296,110,2.5
298,110,0.5
301,110,-1.5
302,110,1.5
304,110,2.5
307,110,1.0
308,110,-2
312,110,1.5
314,110,1.5
317,110,2.5
319,110,2.0
322,110,1.0
323,110,-1
326,110,2.5
328,110,-2
330,110,1.0
332,110,1.0
335,110,1.5
336,110,1.5
337,110,2.5
340,110,2.5
344,110,2.0
347,110,0.5
353,110,0.5
357,110,1.5
362,110,1.5
366,110,1.5
368,110,1.5
372,110,1.5
373,110,1.5
374,110,2.5
376,110,1.0
379,110,2.5
380,110,1.5
386,110,0.5
387,110,1.0
390,110,1.5
391,110,2.5
393,110,1.5
394,110,2.5
395,110,1.5
399,110,0.5
403,110,2.5
404,110,1.5
405,110,1.5
411,110,1.5
414,110,2.5
419,110,1.5
423,110,1.5
425,110,1.5
427,110,1.5
428,110,-0.5
432,110,1.5
433,110,0.5
434,110,2.0
437,110,1.5
438,110,2.0
439,110,1.0
443,110,2.0
444,110,1.5
445,110,2.5
447,110,2.5
450,110,2.5
452,110,2.5
453,110,2.5
455,110,1.5
457,110,2.5
458,110,2.5
463,110,2.0
464,110,2.5
468,110,1.5
469,110,2.5
470,110,2.5
474,110,0.5
479,110,-1
480,110,2.5
483,110,1.5
485,110,0.5
486,110,2.5
489,110,2.0
493,110,2.5
494,110,2.5
498,110,2.5
507,110,0.5
512,110,2.5
513,110,1.5
517,110,-1.5
522,110,1.5
524,110,0.5
528,110,2.5
532,110,2.5
536,110,2.5
541,110,2.5
549,110,0.5
551,110,1.0
555,110,2.5
559,110,1.5
560,110,1.5
561,110,2.5
562,110,1.5
566,110,2.5
570,110,1.0
573,110,2.5
574,110,2.5
577,110,1.5
579,110,2.5
580,110,2.0
584,110,2.5
586,110,2.5
588,110,2.5
590,110,1.5
592,110,2.5
593,110,0.5
594,110,2.5
597,110,2.5
599,110,1.0
600,110,-1
602,110,2.5
603,110,-2
604,110,0.5
605,110,0.5
606,110,1.0
607,110,2.5
608,110,1.5
609,110,0.5
610,110,2.0
1,151,2.5
6,151,1.5
33,151,1.5
38,151,2.5
40,151,1.5
57,151,0.5
64,151,0.5
75,151,-1
91,151,0.5
108,151,-1
109,151,1.5
117,151,0.5
136,151,2.5
140,151,1.5
147,151,-1.5
181,151,0.5
191,151,1.5
244,151,2.5
249,151,1.5
263,151,1.5
264,151,-0.5
288,151,1.5
293,151,0.5
304,151,1.5
312,151,0.5
314,151,0.5
323,151,1.0
368,151,0.5
404,151,0.5
411,151,1.5
414,151,2.5
427,151,0.5
429,151,1.5
437,151,0.5
446,151,1.5
455,151,0.5
482,151,-2
489,151,1.0
512,151,2.5
524,151,2.5
566,151,1.5
600,151,0.5
602,151,1.5
604,151,0.5
1,157,2.5
135,157,-1
181,157,-1
217,157,-1
294,157,0.5
307,157,-1
372,157,0.5
391,157,0.5
414,157,1.5
599,157,-1.5
606,157,1.5
1,163,2.5
6,163,0.5
18,163,1.5
34,163,0.5
38,163,-2
40,163,2.5
42,163,0.5
64,163,1.0
68,163,2.0
82,163,1.5
91,163,2.5
99,163,2.5
102,163,0.5
109,163,0.5
121,163,1.5
132,163,-1
134,163,0.5
136,163,-2
140,163,0.5
144,163,1.5
147,163,2.0
171,163,2.5
181,163,-1
182,163,1.0
194,163,0.5
238,163,1.5
239,163,2.0
244,163,0.5
246,163,2.0
256,163,1.5
263,163,1.5
274,163,1.0
298,163,-0.5
305,163,2.5
313,163,0.5
314,163,0.5
335,163,1.5
336,163,2.5
353,163,0.5
368,163,0.5
372,163,0.5
373,163,-2
380,163,2.5
386,163,1.5
387,163,1.5
414,163,1.5
428,163,0.5
431,163,0.5
434,163,0.5
435,163,1.0
448,163,1.0
452,163,1.5
453,163,1.5
480,163,0.5
486,163,1.5
493,163,1.5
541,163,-1
560,163,1.0
573,163,2.5
588,163,0.5
590,163,0.5
592,163,2.5
599,163,1.0
602,163,0.5
603,163,2.5
608,163,0.5
1,216,2.5
6,216,1.5
19,216,-1
22,216,1.5
40,216,-2
45,216,2.5
58,216,0.5
68,216,1.0
103,216,1.5
109,216,-1
136,216,2.5
151,216,1.5
169,216,1.0
177,216,-1
217,216,-2
226,216,2.5
240,216,2.5
274,216,1.0
280,216,1.0
284,216,1.5
298,216,0.5
307,216,1.5
310,216,-1
353,216,0.5
356,216,0.5
365,216,1.0
369,216,1.0
373,216,0.5
380,216,0.5
411,216,0.5
414,216,0.5
428,216,0.5
435,216,2.5
438,216,0.5
448,216,0.5
474,216,-2
477,216,1.5
484,216,2.0
495,216,1.5
498,216,2.5
500,216,1.5
510,216,0.5
555,216,0.5
561,216,-0.5
583,216,1.5
590,216,-1
599,216,-0.5
600,216,0.5
608,216,-0.5
1,223,0.5
9,223,1.5
18,223,1.5
19,223,0.5
33,223,1.5
38,223,2.5
40,223,2.5
42,223,2.5
45,223,2.5
58,223,0.5
64,223,0.5
66,223,1.0
68,223,-2
84,223,2.5
88,223,2.0
91,223,0.5
100,223,1.0
101,223,1.5
102,223,2.5
109,223,0.5
112,223,-1.5
125,223,2.5
133,223,0.5
135,223,2.5
144,223,1.5
156,223,1.5
167,223,2.5
177,223,-0.5
182,223,2.0
185,223,1.5
187,223,2.0
191,223,2.5
199,223,0.5
215,223,1.0
217,223,1.5
219,223,1.5
220,223,2.5
225,223,2.5
226,223,2.5
235,223,1.5
247,223,0.5
255,223,-1
263,223,-2
266,223,1.5
273,223,2.5
274,223,1.5
284,223,2.5
287,223,-0.5
298,223,1.5
305,223,1.5
307,223,1.5
308,223,-2
313,223,2.5
317,223,1.5
318,223,2.0
325,223,0.5
330,223,2.0
342,223,2.5
353,223,2.5
356,223,1.0
357,223,1.0
370,223,2.0
372,223,1.5
380,223,1.5
384,223,1.5
386,223,0.5
387,223,1.5
391,223,1.5
409,223,1.5
411,223,1.5
414,223,2.5
415,223,1.5
424,223,1.0
428,223,1.5
437,223,2.5
438,223,1.0
446,223,1.5
448,223,1.5
457,223,2.5
462,223,1.5
469,223,0.5
474,223,1.0
477,223,1.5
480,223,-1.5
483,223,1.0
495,223,1.5
522,223,2.5
525,223,1.0
534,223,1.5
558,223,1.5
560,223,1.5
562,223,1.5
580,223,1.0
585,223,2.0
588,223,2.5
591,223,1.5
594,223,1.5
597,223,0.5
599,223,1.0
600,223,-0.5
603,223,0.5
604,223,1.5
606,223,2.0
608,223,-0.5
1,231,2.5
6,231,0.5
8,231,1.5
14,231,0.5
18,231,-0.5
19,231,-1
25,231,1.5
35,231,0.5
37,231,2.5
40,231,-2
42,231,1.5
43,231,0.5
45,231,2.5
46,231,0.5
56,231,2.5
58,231,2.5
63,231,0.5
64,231,2.0
68,231,1.0
81,231,-2
82,231,1.5
91,231,0.5
94,231,0.5
99,231,2.5
102,231,0.5
107,231,0.5
109,231,0.5
116,231,-0.5
117,231,-1
122,231,2.0
126,231,-2
130,231,1.5
134,231,0.5
135,231,-1
136,231,-1
141,231,0.5
142,231,0.5
144,231,0.5
145,231,0.5
169,231,2.0
174,231,0.5
176,231,1.5
179,231,0.5
182,231,-2.5
187,231,-2
219,231,-1.5
220,231,1.0
222,231,1.0
225,231,2.5
226,231,2.5
230,231,-1
232,231,0.5
234,231,-1
239,231,1.0
240,231,1.5
242,231,0.5
274,231,2.0
276,231,1.5
280,231,0.5
282,231,-2
284,231,1.5
288,231,0.5
292,231,-1
298,231,-0.5
301,231,1.5
305,231,-2
307,231,-0.5
321,231,0.5
327,231,2.5
330,231,1.5
334,231,1.0
347,231,1.5
349,231,-1
353,231,1.5
361,231,1.0
373,231,-2
374,231,1.5
380,231,1.5
381,231,-0.5
387,231,-0.5
395,231,0.5
411,231,-1
414,231,0.5
419,231,0.5
425,231,1.0
428,231,-1
434,231,1.5
436,231,-2
444,231,-2
446,231,-2
448,231,0.5
453,231,2.5
462,231,-0.5
464,231,-0.5
468,231,-1
470,231,0.5
477,231,1.0
480,231,0.5
483,231,0.5
485,231,-2
486,231,0.5
489,231,-0.5
490,231,-1.5
495,231,1.5
498,231,2.5
500,231,-2
509,231,-0.5
510,231,1.0
534,231,0.5
543,231,2.5
553,231,1.0
555,231,1.5
557,231,1.0
565,231,0.5
566,231,-1
569,231,0.5
570,231,-0.5
573,231,2.5
574,231,2.5
580,231,-0.5
584,231,-1
588,231,-1
589,231,1.5
590,231,-1
592,231,0.5
593,231,-0.5
599,231,1.0
600,231,1.0
602,231,-1
606,231,-0.5
608,231,0.5
609,231,0.5
610,231,1.5
1,235,1.5
4,235,-1
8,235,0.5
18,235,2.0
19,235,1.5
35,235,1.5
38,235,1.5
40,235,1.5
57,235,2.5
61,235,1.5
84,235,0.5
91,235,2.0
100,235,-2
109,235,0.5
117,235,0.5
132,235,0.5
136,235,1.5
156,235,1.5
171,235,1.5
177,235,0.5
182,235,2.0
187,235,2.0
191,235,2.5
195,235,2.5
197,235,0.5
202,235,1.5
235,235,1.5
246,235,1.5
260,235,1.5
266,235,1.5
273,235,2.5
275,235,2.5
284,235,0.5
288,235,2.5
289,235,1.5
290,235,1.5
305,235,2.0
307,235,0.5
318,235,1.0
325,235,2.5
330,235,-1.5
372,235,-1
373,235,1.5
385,235,-1
387,235,1.0
390,235,1.5
409,235,2.5
410,235,0.5
411,235,0.5
414,235,1.5
436,235,0.5
444,235,2.5
446,235,0.5
462,235,-0.5
474,235,1.5
480,235,0.5
483,235,-1
513,235,2.0
520,235,1.0
524,235,1.5
552,235,1.5
566,235,-1
587,235,1.5
589,235,1.5
597,235,1.5
599,235,1.0
602,235,1.5
603,235,1.5
604,235,0.5
606,235,1.0
1,260,2.5
4,260,2.5
7,260,2.5
15,260,2.5
16,260,0.5
17,260,2.5
18,260,1.5
19,260,1.5
21,260,2.0
25,260,2.5
27,260,1.5
28,260,1.5
30,260,2.5
32,260,2.5
39,260,2.5
42,260,2.5
44,260,2.5
45,260,2.5
51,260,2.5
52,260,1.5
57,260,2.5
59,260,1.5
62,260,2.0
63,260,2.5
64,260,1.0
66,260,-0.5
68,260,2.5
69,260,2.5
71,260,0.5
72,260,2.5
73,260,-1
75,260,2.5
76,260,1.5
77,260,2.5
78,260,1.0
79,260,2.5
82,260,1.0
84,260,1.5
86,260,2.0
90,260,2.5
91,260,2.0
93,260,2.5
95,260,2.5
96,260,2.5
103,260,1.5
104,260,0.5
105,260,1.5
112,260,2.5
113,260,1.5
114,260,1.0
115,260,2.5
120,260,2.5
122,260,2.5
123,260,2.0
124,260,1.5
128,260,2.5
129,260,1.5
131,260,-0.5
132,260,-1
135,260,1.5
137,260,1.5
139,260,1.5
140,260,1.5
141,260,1.5
149,260,1.5
152,260,0.5
155,260,1.5
156,260,-2
160,260,2.5
166,260,2.0
167,260,1.5
171,260,1.5
177,260,-0.5
180,260,2.0
182,260,1.0
186,260,1.5
187,260,1.5
193,260,2.5
195,260,1.5
198,260,2.5
199,260,1.5
200,260,2.5
201,260,2.5
202,260,1.5
205,260,2.0
210,260,2.5
211,260,2.0
212,260,-0.5
215,260,2.0
217,260,2.5
219,260,2.5
220,260,2.5
223,260,1.0
224,260,-1
226,260,2.0
227,260,1.0
228,260,2.0
231,260,1.5
232,260,2.0
234,260,2.5
239,260,2.5
246,260,2.5
247,260,1.5
248,260,1.0
249,260,2.5
254,260,1.5
256,260,1.5
262,260,1.5
265,260,2.5
266,260,1.5
267,260,2.5
268,260,1.5
274,260,0.5
275,260,1.5
276,260,2.5
277,260,1.5
279,260,2.5
282,260,1.5
288,260,2.5
290,260,2.5
292,260,1.5
294,260,2.5
298,260,1.5
302,260,2.5
303,260,1.0
304,260,2.5
305,260,2.5
307,260,1.0
308,260,-0.5
312,260,2.5
313,260,0.5
314,260,2.5
317,260,1.5
318,260,0.5
323,260,2.0
328,260,2.5
330,260,1.5
334,260,1.5
337,260,2.5
343,260,0.5
344,260,2.5
348,260,2.0
350,260,1.5
352,260,1.5
354,260,1.5
357,260,1.5
361,260,-1
362,260,2.0
363,260,-1
364,260,1.5
365,260,0.5
367,260,2.5
368,260,1.5
369,260,1.0
370,260,-1
372,260,1.5
376,260,1.5
380,260,2.5
381,260,1.0
382,260,2.5
385,260,1.5
387,260,2.0
389,260,2.5
391,260,2.5
399,260,2.5
400,260,2.5
407,260,1.5
408,260,1.5
409,260,1.5
410,260,0.5
414,260,2.5
415,260,1.5
416,260,0.5
422,260,2.5
425,260,0.5
428,260,1.0
432,260,1.0
434,260,2.5
437,260,2.5
438,260,2.5
441,260,2.5
443,260,1.5
445,260,2.5
448,260,2.5
